,name,ratings,comments,views,tags
582,Bertrand Piccard: My solar-powered adventure,"[{'id': 10, 'name': 'Inspiring', 'count': 604}, {'id': 1, 'name': 'Beautiful', 'count': 59}, {'id': 22, 'name': 'Fascinating', 'count': 184}, {'id': 9, 'name': 'Ingenious', 'count': 83}, {'id': 3, 'name': 'Courageous', 'count': 186}, {'id': 23, 'name': 'Jaw-dropping', 'count': 53}, {'id': 24, 'name': 'Persuasive', 'count': 146}, {'id': 8, 'name': 'Informative', 'count': 64}, {'id': 25, 'name': 'OK', 'count': 53}, {'id': 11, 'name': 'Longwinded', 'count': 43}, {'id': 26, 'name': 'Obnoxious', 'count': 23}, {'id': 21, 'name': 'Unconvincing', 'count': 21}, {'id': 2, 'name': 'Confusing', 'count': 10}, {'id': 7, 'name': 'Funny', 'count': 10}]",93,778978,"['adventure', 'aircraft', 'engineering', 'green', 'solar energy', 'technology']"
583,Vilayanur Ramachandran: The neurons that shaped civilization,"[{'id': 10, 'name': 'Inspiring', 'count': 436}, {'id': 8, 'name': 'Informative', 'count': 776}, {'id': 22, 'name': 'Fascinating', 'count': 1251}, {'id': 24, 'name': 'Persuasive', 'count': 238}, {'id': 23, 'name': 'Jaw-dropping', 'count': 506}, {'id': 1, 'name': 'Beautiful', 'count': 91}, {'id': 9, 'name': 'Ingenious', 'count': 271}, {'id': 7, 'name': 'Funny', 'count': 29}, {'id': 25, 'name': 'OK', 'count': 63}, {'id': 21, 'name': 'Unconvincing', 'count': 31}, {'id': 3, 'name': 'Courageous', 'count': 32}, {'id': 11, 'name': 'Longwinded', 'count': 8}, {'id': 2, 'name': 'Confusing', 'count': 8}, {'id': 26, 'name': 'Obnoxious', 'count': 5}]",380,1939385,"['biology', 'brain', 'cities', 'cognitive science', 'evolution', 'neuroscience', 'science']"
584,Nick Veasey: Exposing the invisible,"[{'id': 22, 'name': 'Fascinating', 'count': 249}, {'id': 1, 'name': 'Beautiful', 'count': 309}, {'id': 7, 'name': 'Funny', 'count': 63}, {'id': 23, 'name': 'Jaw-dropping', 'count': 55}, {'id': 2, 'name': 'Confusing', 'count': 8}, {'id': 10, 'name': 'Inspiring', 'count': 84}, {'id': 8, 'name': 'Informative', 'count': 97}, {'id': 9, 'name': 'Ingenious', 'count': 113}, {'id': 25, 'name': 'OK', 'count': 107}, {'id': 21, 'name': 'Unconvincing', 'count': 26}, {'id': 11, 'name': 'Longwinded', 'count': 58}, {'id': 24, 'name': 'Persuasive', 'count': 6}, {'id': 26, 'name': 'Obnoxious', 'count': 35}, {'id': 3, 'name': 'Courageous', 'count': 19}]",58,1780196,"['art', 'nature', 'photography', 'science']"
585,Dan Buettner: How to live to be 100+,"[{'id': 22, 'name': 'Fascinating', 'count': 861}, {'id': 8, 'name': 'Informative', 'count': 1181}, {'id': 24, 'name': 'Persuasive', 'count': 671}, {'id': 10, 'name': 'Inspiring', 'count': 1136}, {'id': 23, 'name': 'Jaw-dropping', 'count': 122}, {'id': 25, 'name': 'OK', 'count': 132}, {'id': 7, 'name': 'Funny', 'count': 43}, {'id': 1, 'name': 'Beautiful', 'count': 128}, {'id': 26, 'name': 'Obnoxious', 'count': 18}, {'id': 9, 'name': 'Ingenious', 'count': 54}, {'id': 11, 'name': 'Longwinded', 'count': 27}, {'id': 3, 'name': 'Courageous', 'count': 47}, {'id': 21, 'name': 'Unconvincing', 'count': 53}, {'id': 2, 'name': 'Confusing', 'count': 13}]",304,3157446,"['TEDx', 'biology', 'culture', 'exploration', 'food', 'health', 'life', 'science']"
586,Romulus Whitaker: The real danger lurking in the water,"[{'id': 10, 'name': 'Inspiring', 'count': 111}, {'id': 22, 'name': 'Fascinating', 'count': 72}, {'id': 24, 'name': 'Persuasive', 'count': 67}, {'id': 25, 'name': 'OK', 'count': 38}, {'id': 8, 'name': 'Informative', 'count': 114}, {'id': 3, 'name': 'Courageous', 'count': 40}, {'id': 1, 'name': 'Beautiful', 'count': 56}, {'id': 23, 'name': 'Jaw-dropping', 'count': 19}, {'id': 26, 'name': 'Obnoxious', 'count': 5}, {'id': 11, 'name': 'Longwinded', 'count': 14}, {'id': 9, 'name': 'Ingenious', 'count': 7}, {'id': 21, 'name': 'Unconvincing', 'count': 7}, {'id': 7, 'name': 'Funny', 'count': 5}, {'id': 2, 'name': 'Confusing', 'count': 6}]",42,397719,"['animals', 'biodiversity', 'ecology', 'environment', 'water']"
587,Herbie Hancock: An all-star set,"[{'id': 3, 'name': 'Courageous', 'count': 14}, {'id': 9, 'name': 'Ingenious', 'count': 51}, {'id': 1, 'name': 'Beautiful', 'count': 145}, {'id': 23, 'name': 'Jaw-dropping', 'count': 80}, {'id': 22, 'name': 'Fascinating', 'count': 68}, {'id': 10, 'name': 'Inspiring', 'count': 84}, {'id': 7, 'name': 'Funny', 'count': 16}, {'id': 21, 'name': 'Unconvincing', 'count': 11}, {'id': 11, 'name': 'Longwinded', 'count': 16}, {'id': 26, 'name': 'Obnoxious', 'count': 8}, {'id': 25, 'name': 'OK', 'count': 20}, {'id': 24, 'name': 'Persuasive', 'count': 5}, {'id': 2, 'name': 'Confusing', 'count': 5}, {'id': 8, 'name': 'Informative', 'count': 8}]",74,652315,"['live music', 'music', 'performance']"
588,Randy Pausch: Really achieving your childhood dreams,"[{'id': 3, 'name': 'Courageous', 'count': 299}, {'id': 10, 'name': 'Inspiring', 'count': 892}, {'id': 7, 'name': 'Funny', 'count': 200}, {'id': 25, 'name': 'OK', 'count': 41}, {'id': 24, 'name': 'Persuasive', 'count': 88}, {'id': 23, 'name': 'Jaw-dropping', 'count': 172}, {'id': 1, 'name': 'Beautiful', 'count': 264}, {'id': 22, 'name': 'Fascinating', 'count': 107}, {'id': 8, 'name': 'Informative', 'count': 80}, {'id': 26, 'name': 'Obnoxious', 'count': 10}, {'id': 2, 'name': 'Confusing', 'count': 5}, {'id': 9, 'name': 'Ingenious', 'count': 41}, {'id': 11, 'name': 'Longwinded', 'count': 15}, {'id': 21, 'name': 'Unconvincing', 'count': 7}]",124,564781,"['culture', 'disease', 'education', 'life', 'self']"
589,Robert Sapolsky: The uniqueness of humans,"[{'id': 25, 'name': 'OK', 'count': 40}, {'id': 22, 'name': 'Fascinating', 'count': 564}, {'id': 7, 'name': 'Funny', 'count': 342}, {'id': 24, 'name': 'Persuasive', 'count': 161}, {'id': 10, 'name': 'Inspiring', 'count': 445}, {'id': 8, 'name': 'Informative', 'count': 532}, {'id': 1, 'name': 'Beautiful', 'count': 92}, {'id': 23, 'name': 'Jaw-dropping', 'count': 135}, {'id': 9, 'name': 'Ingenious', 'count': 134}, {'id': 21, 'name': 'Unconvincing', 'count': 11}, {'id': 26, 'name': 'Obnoxious', 'count': 9}, {'id': 11, 'name': 'Longwinded', 'count': 14}, {'id': 2, 'name': 'Confusing', 'count': 7}, {'id': 3, 'name': 'Courageous', 'count': 37}]",204,572845,"['biology', 'brain', 'humanity', 'life', 'mind', 'primates', 'psychology']"
590,Matt Weinstein: What Bernie Madoff couldn't steal from me,"[{'id': 10, 'name': 'Inspiring', 'count': 246}, {'id': 3, 'name': 'Courageous', 'count': 94}, {'id': 7, 'name': 'Funny', 'count': 171}, {'id': 1, 'name': 'Beautiful', 'count': 42}, {'id': 25, 'name': 'OK', 'count': 64}, {'id': 23, 'name': 'Jaw-dropping', 'count': 11}, {'id': 24, 'name': 'Persuasive', 'count': 42}, {'id': 22, 'name': 'Fascinating', 'count': 22}, {'id': 8, 'name': 'Informative', 'count': 56}, {'id': 21, 'name': 'Unconvincing', 'count': 47}, {'id': 11, 'name': 'Longwinded', 'count': 24}, {'id': 9, 'name': 'Ingenious', 'count': 6}, {'id': 2, 'name': 'Confusing', 'count': 7}, {'id': 26, 'name': 'Obnoxious', 'count': 34}]",87,149818,"['business', 'life', 'money', 'presentation']"
591,"Kartick Satyanarayan: How we rescued the ""dancing"" bears""","[{'id': 1, 'name': 'Beautiful', 'count': 113}, {'id': 23, 'name': 'Jaw-dropping', 'count': 34}, {'id': 22, 'name': 'Fascinating', 'count': 57}, {'id': 8, 'name': 'Informative', 'count': 83}, {'id': 10, 'name': 'Inspiring', 'count': 252}, {'id': 3, 'name': 'Courageous', 'count': 133}, {'id': 24, 'name': 'Persuasive', 'count': 43}, {'id': 9, 'name': 'Ingenious', 'count': 25}, {'id': 25, 'name': 'OK', 'count': 24}, {'id': 2, 'name': 'Confusing', 'count': 5}, {'id': 7, 'name': 'Funny', 'count': 6}, {'id': 21, 'name': 'Unconvincing', 'count': 3}, {'id': 26, 'name': 'Obnoxious', 'count': 1}, {'id': 11, 'name': 'Longwinded', 'count': 0}]",93,415566,"['activism', 'animals', 'biodiversity', 'environment', 'social change']"
592,"Kiran Sethi: Kids, take charge","[{'id': 10, 'name': 'Inspiring', 'count': 1287}, {'id': 8, 'name': 'Informative', 'count': 99}, {'id': 22, 'name': 'Fascinating', 'count': 246}, {'id': 3, 'name': 'Courageous', 'count': 292}, {'id': 1, 'name': 'Beautiful', 'count': 301}, {'id': 23, 'name': 'Jaw-dropping', 'count': 131}, {'id': 24, 'name': 'Persuasive', 'count': 321}, {'id': 25, 'name': 'OK', 'count': 58}, {'id': 21, 'name': 'Unconvincing', 'count': 41}, {'id': 9, 'name': 'Ingenious', 'count': 138}, {'id': 11, 'name': 'Longwinded', 'count': 9}, {'id': 26, 'name': 'Obnoxious', 'count': 13}, {'id': 2, 'name': 'Confusing', 'count': 14}, {'id': 7, 'name': 'Funny', 'count': 12}]",277,1417163,"['children', 'education', 'india', 'social change', 'society']"
593,"Lalitesh Katragadda: Making maps to fight disaster, build economies","[{'id': 10, 'name': 'Inspiring', 'count': 76}, {'id': 8, 'name': 'Informative', 'count': 116}, {'id': 22, 'name': 'Fascinating', 'count': 45}, {'id': 25, 'name': 'OK', 'count': 51}, {'id': 24, 'name': 'Persuasive', 'count': 32}, {'id': 9, 'name': 'Ingenious', 'count': 36}, {'id': 21, 'name': 'Unconvincing', 'count': 8}, {'id': 23, 'name': 'Jaw-dropping', 'count': 13}, {'id': 3, 'name': 'Courageous', 'count': 5}, {'id': 26, 'name': 'Obnoxious', 'count': 6}, {'id': 1, 'name': 'Beautiful', 'count': 8}, {'id': 2, 'name': 'Confusing', 'count': 2}, {'id': 11, 'name': 'Longwinded', 'count': 3}, {'id': 7, 'name': 'Funny', 'count': 0}]",43,359942,"['cities', 'collaboration', 'design', 'map', 'technology']"
594,Edwidge Danticat: Stories of Haiti,"[{'id': 1, 'name': 'Beautiful', 'count': 25}, {'id': 3, 'name': 'Courageous', 'count': 10}, {'id': 10, 'name': 'Inspiring', 'count': 20}, {'id': 25, 'name': 'OK', 'count': 14}, {'id': 2, 'name': 'Confusing', 'count': 4}, {'id': 11, 'name': 'Longwinded', 'count': 18}, {'id': 8, 'name': 'Informative', 'count': 31}, {'id': 23, 'name': 'Jaw-dropping', 'count': 10}, {'id': 26, 'name': 'Obnoxious', 'count': 4}, {'id': 7, 'name': 'Funny', 'count': 7}, {'id': 22, 'name': 'Fascinating', 'count': 5}, {'id': 24, 'name': 'Persuasive', 'count': 2}, {'id': 21, 'name': 'Unconvincing', 'count': 1}, {'id': 9, 'name': 'Ingenious', 'count': 3}]",20,50443,"['books', 'disaster relief', 'novel', 'poetry', 'storytelling']"
595,Charles Fleischer: All things are Moleeds,"[{'id': 25, 'name': 'OK', 'count': 78}, {'id': 7, 'name': 'Funny', 'count': 782}, {'id': 21, 'name': 'Unconvincing', 'count': 47}, {'id': 1, 'name': 'Beautiful', 'count': 24}, {'id': 23, 'name': 'Jaw-dropping', 'count': 40}, {'id': 10, 'name': 'Inspiring', 'count': 24}, {'id': 2, 'name': 'Confusing', 'count': 80}, {'id': 22, 'name': 'Fascinating', 'count': 86}, {'id': 9, 'name': 'Ingenious', 'count': 174}, {'id': 11, 'name': 'Longwinded', 'count': 55}, {'id': 8, 'name': 'Informative', 'count': 41}, {'id': 26, 'name': 'Obnoxious', 'count': 91}, {'id': 3, 'name': 'Courageous', 'count': 20}, {'id': 24, 'name': 'Persuasive', 'count': 11}]",120,1055904,"['astronomy', 'comedy', 'humor', 'map', 'science']"
596,David Blaine: How I held my breath for 17 minutes,"[{'id': 22, 'name': 'Fascinating', 'count': 913}, {'id': 23, 'name': 'Jaw-dropping', 'count': 897}, {'id': 24, 'name': 'Persuasive', 'count': 61}, {'id': 3, 'name': 'Courageous', 'count': 738}, {'id': 10, 'name': 'Inspiring', 'count': 722}, {'id': 26, 'name': 'Obnoxious', 'count': 52}, {'id': 9, 'name': 'Ingenious', 'count': 75}, {'id': 7, 'name': 'Funny', 'count': 236}, {'id': 1, 'name': 'Beautiful', 'count': 111}, {'id': 11, 'name': 'Longwinded', 'count': 38}, {'id': 25, 'name': 'OK', 'count': 97}, {'id': 8, 'name': 'Informative', 'count': 147}, {'id': 21, 'name': 'Unconvincing', 'count': 43}, {'id': 2, 'name': 'Confusing', 'count': 17}]",296,15601385,"['biology', 'magic', 'medicine', 'performance']"
597,Ravin Agrawal: 10 young Indian artists to watch,"[{'id': 1, 'name': 'Beautiful', 'count': 85}, {'id': 22, 'name': 'Fascinating', 'count': 55}, {'id': 8, 'name': 'Informative', 'count': 75}, {'id': 21, 'name': 'Unconvincing', 'count': 11}, {'id': 25, 'name': 'OK', 'count': 44}, {'id': 10, 'name': 'Inspiring', 'count': 59}, {'id': 23, 'name': 'Jaw-dropping', 'count': 11}, {'id': 11, 'name': 'Longwinded', 'count': 8}, {'id': 2, 'name': 'Confusing', 'count': 4}, {'id': 3, 'name': 'Courageous', 'count': 2}, {'id': 9, 'name': 'Ingenious', 'count': 9}, {'id': 26, 'name': 'Obnoxious', 'count': 7}, {'id': 24, 'name': 'Persuasive', 'count': 11}, {'id': 7, 'name': 'Funny', 'count': 2}]",35,437800,"['Asia', 'art', 'design', 'future', 'india']"
598,Anthony Atala: Growing new organs,"[{'id': 23, 'name': 'Jaw-dropping', 'count': 473}, {'id': 9, 'name': 'Ingenious', 'count': 358}, {'id': 22, 'name': 'Fascinating', 'count': 504}, {'id': 10, 'name': 'Inspiring', 'count': 264}, {'id': 8, 'name': 'Informative', 'count': 310}, {'id': 3, 'name': 'Courageous', 'count': 36}, {'id': 24, 'name': 'Persuasive', 'count': 57}, {'id': 11, 'name': 'Longwinded', 'count': 5}, {'id': 1, 'name': 'Beautiful', 'count': 34}, {'id': 25, 'name': 'OK', 'count': 33}, {'id': 2, 'name': 'Confusing', 'count': 5}, {'id': 21, 'name': 'Unconvincing', 'count': 6}, {'id': 26, 'name': 'Obnoxious', 'count': 6}, {'id': 7, 'name': 'Funny', 'count': 9}]",151,1705132,"['biology', 'health', 'medicine', 'science', 'technology']"
599,"Sivamani: Rhythm is everything, everywhere","[{'id': 11, 'name': 'Longwinded', 'count': 46}, {'id': 23, 'name': 'Jaw-dropping', 'count': 182}, {'id': 10, 'name': 'Inspiring', 'count': 120}, {'id': 1, 'name': 'Beautiful', 'count': 161}, {'id': 22, 'name': 'Fascinating', 'count': 137}, {'id': 25, 'name': 'OK', 'count': 48}, {'id': 9, 'name': 'Ingenious', 'count': 103}, {'id': 2, 'name': 'Confusing', 'count': 17}, {'id': 26, 'name': 'Obnoxious', 'count': 20}, {'id': 21, 'name': 'Unconvincing', 'count': 32}, {'id': 7, 'name': 'Funny', 'count': 31}, {'id': 24, 'name': 'Persuasive', 'count': 12}, {'id': 3, 'name': 'Courageous', 'count': 25}, {'id': 8, 'name': 'Informative', 'count': 6}]",104,556163,"['live music', 'music', 'performance']"
600,Richard Dawkins: Growing up in the universe,"[{'id': 22, 'name': 'Fascinating', 'count': 156}, {'id': 10, 'name': 'Inspiring', 'count': 136}, {'id': 1, 'name': 'Beautiful', 'count': 64}, {'id': 8, 'name': 'Informative', 'count': 192}, {'id': 23, 'name': 'Jaw-dropping', 'count': 51}, {'id': 24, 'name': 'Persuasive', 'count': 133}, {'id': 21, 'name': 'Unconvincing', 'count': 112}, {'id': 2, 'name': 'Confusing', 'count': 3}, {'id': 26, 'name': 'Obnoxious', 'count': 62}, {'id': 7, 'name': 'Funny', 'count': 19}, {'id': 9, 'name': 'Ingenious', 'count': 47}, {'id': 25, 'name': 'OK', 'count': 21}, {'id': 3, 'name': 'Courageous', 'count': 20}, {'id': 11, 'name': 'Longwinded', 'count': 70}]",133,318423,"['biology', 'evolution', 'life', 'science', 'universe']"
601,Taylor Mali: What teachers make,"[{'id': 10, 'name': 'Inspiring', 'count': 825}, {'id': 7, 'name': 'Funny', 'count': 351}, {'id': 24, 'name': 'Persuasive', 'count': 202}, {'id': 22, 'name': 'Fascinating', 'count': 75}, {'id': 1, 'name': 'Beautiful', 'count': 253}, {'id': 3, 'name': 'Courageous', 'count': 219}, {'id': 21, 'name': 'Unconvincing', 'count': 25}, {'id': 26, 'name': 'Obnoxious', 'count': 49}, {'id': 25, 'name': 'OK', 'count': 39}, {'id': 8, 'name': 'Informative', 'count': 91}, {'id': 9, 'name': 'Ingenious', 'count': 120}, {'id': 2, 'name': 'Confusing', 'count': 11}, {'id': 23, 'name': 'Jaw-dropping', 'count': 140}, {'id': 11, 'name': 'Longwinded', 'count': 18}]",177,676741,"['education', 'performance', 'poetry', 'writing']"
602,Bill Davenhall: Your health depends on where you live,"[{'id': 9, 'name': 'Ingenious', 'count': 74}, {'id': 8, 'name': 'Informative', 'count': 412}, {'id': 24, 'name': 'Persuasive', 'count': 176}, {'id': 21, 'name': 'Unconvincing', 'count': 77}, {'id': 25, 'name': 'OK', 'count': 80}, {'id': 22, 'name': 'Fascinating', 'count': 109}, {'id': 11, 'name': 'Longwinded', 'count': 15}, {'id': 10, 'name': 'Inspiring', 'count': 71}, {'id': 23, 'name': 'Jaw-dropping', 'count': 25}, {'id': 1, 'name': 'Beautiful', 'count': 17}, {'id': 26, 'name': 'Obnoxious', 'count': 8}, {'id': 3, 'name': 'Courageous', 'count': 11}, {'id': 7, 'name': 'Funny', 'count': 7}, {'id': 2, 'name': 'Confusing', 'count': 5}]",111,761716,"['cities', 'health', 'health care', 'heart health', 'medicine', 'public health', 'technology']"
603,Joshua Prince-Ramus: Building a theater that remakes itself,"[{'id': 25, 'name': 'OK', 'count': 22}, {'id': 11, 'name': 'Longwinded', 'count': 31}, {'id': 9, 'name': 'Ingenious', 'count': 176}, {'id': 22, 'name': 'Fascinating', 'count': 105}, {'id': 1, 'name': 'Beautiful', 'count': 32}, {'id': 10, 'name': 'Inspiring', 'count': 113}, {'id': 24, 'name': 'Persuasive', 'count': 45}, {'id': 8, 'name': 'Informative', 'count': 52}, {'id': 23, 'name': 'Jaw-dropping', 'count': 43}, {'id': 26, 'name': 'Obnoxious', 'count': 12}, {'id': 21, 'name': 'Unconvincing', 'count': 10}, {'id': 3, 'name': 'Courageous', 'count': 15}, {'id': 2, 'name': 'Confusing', 'count': 17}, {'id': 7, 'name': 'Funny', 'count': 1}]",37,717531,"['TEDx', 'architecture', 'creativity', 'design', 'theater']"
604,Eve Ensler: Embrace your inner girl,"[{'id': 3, 'name': 'Courageous', 'count': 549}, {'id': 10, 'name': 'Inspiring', 'count': 870}, {'id': 22, 'name': 'Fascinating', 'count': 160}, {'id': 21, 'name': 'Unconvincing', 'count': 71}, {'id': 26, 'name': 'Obnoxious', 'count': 111}, {'id': 23, 'name': 'Jaw-dropping', 'count': 152}, {'id': 1, 'name': 'Beautiful', 'count': 434}, {'id': 24, 'name': 'Persuasive', 'count': 192}, {'id': 2, 'name': 'Confusing', 'count': 24}, {'id': 11, 'name': 'Longwinded', 'count': 32}, {'id': 8, 'name': 'Informative', 'count': 111}, {'id': 25, 'name': 'OK', 'count': 31}, {'id': 7, 'name': 'Funny', 'count': 44}, {'id': 9, 'name': 'Ingenious', 'count': 66}]",472,1224278,"['culture', 'feminism', 'gender', 'self', 'social change', 'women']"
605,Jane Chen: A warm embrace that saves lives,"[{'id': 1, 'name': 'Beautiful', 'count': 125}, {'id': 9, 'name': 'Ingenious', 'count': 370}, {'id': 10, 'name': 'Inspiring', 'count': 299}, {'id': 23, 'name': 'Jaw-dropping', 'count': 41}, {'id': 24, 'name': 'Persuasive', 'count': 115}, {'id': 8, 'name': 'Informative', 'count': 129}, {'id': 25, 'name': 'OK', 'count': 34}, {'id': 22, 'name': 'Fascinating', 'count': 54}, {'id': 3, 'name': 'Courageous', 'count': 44}, {'id': 26, 'name': 'Obnoxious', 'count': 3}, {'id': 11, 'name': 'Longwinded', 'count': 5}, {'id': 21, 'name': 'Unconvincing', 'count': 6}, {'id': 7, 'name': 'Funny', 'count': 2}, {'id': 2, 'name': 'Confusing', 'count': 1}]",144,702550,"['TED Fellows', 'children', 'design', 'entrepreneur', 'health', 'innovation', 'invention', 'medicine']"
606,"Derek Sivers: Weird, or just different?","[{'id': 7, 'name': 'Funny', 'count': 924}, {'id': 22, 'name': 'Fascinating', 'count': 558}, {'id': 24, 'name': 'Persuasive', 'count': 274}, {'id': 8, 'name': 'Informative', 'count': 758}, {'id': 10, 'name': 'Inspiring', 'count': 513}, {'id': 25, 'name': 'OK', 'count': 158}, {'id': 9, 'name': 'Ingenious', 'count': 333}, {'id': 1, 'name': 'Beautiful', 'count': 87}, {'id': 26, 'name': 'Obnoxious', 'count': 10}, {'id': 21, 'name': 'Unconvincing', 'count': 17}, {'id': 23, 'name': 'Jaw-dropping', 'count': 86}, {'id': 11, 'name': 'Longwinded', 'count': 9}, {'id': 3, 'name': 'Courageous', 'count': 34}, {'id': 2, 'name': 'Confusing', 'count': 13}]",238,2835976,"['business', 'creativity', 'map']"
607,JK Rowling: The fringe benefits of failure,"[{'id': 26, 'name': 'Obnoxious', 'count': 18}, {'id': 10, 'name': 'Inspiring', 'count': 3436}, {'id': 7, 'name': 'Funny', 'count': 969}, {'id': 1, 'name': 'Beautiful', 'count': 1288}, {'id': 24, 'name': 'Persuasive', 'count': 498}, {'id': 3, 'name': 'Courageous', 'count': 745}, {'id': 25, 'name': 'OK', 'count': 98}, {'id': 22, 'name': 'Fascinating', 'count': 422}, {'id': 8, 'name': 'Informative', 'count': 322}, {'id': 23, 'name': 'Jaw-dropping', 'count': 371}, {'id': 9, 'name': 'Ingenious', 'count': 245}, {'id': 2, 'name': 'Confusing', 'count': 14}, {'id': 21, 'name': 'Unconvincing', 'count': 18}, {'id': 11, 'name': 'Longwinded', 'count': 40}]",356,1406151,"['books', 'creativity', 'goal-setting', 'poverty', 'writing']"
608,Sendhil Mullainathan: Solving social problems with a nudge,"[{'id': 1, 'name': 'Beautiful', 'count': 14}, {'id': 10, 'name': 'Inspiring', 'count': 125}, {'id': 8, 'name': 'Informative', 'count': 224}, {'id': 7, 'name': 'Funny', 'count': 23}, {'id': 23, 'name': 'Jaw-dropping', 'count': 25}, {'id': 3, 'name': 'Courageous', 'count': 14}, {'id': 24, 'name': 'Persuasive', 'count': 200}, {'id': 22, 'name': 'Fascinating', 'count': 129}, {'id': 21, 'name': 'Unconvincing', 'count': 28}, {'id': 9, 'name': 'Ingenious', 'count': 93}, {'id': 26, 'name': 'Obnoxious', 'count': 26}, {'id': 11, 'name': 'Longwinded', 'count': 51}, {'id': 25, 'name': 'OK', 'count': 79}, {'id': 2, 'name': 'Confusing', 'count': 17}]",113,495585,"['big problems', 'brain', 'economics', 'global issues', 'health', 'sanitation', 'technology', 'women']"
609,Jamie Heywood: The big idea my brother inspired,"[{'id': 10, 'name': 'Inspiring', 'count': 228}, {'id': 8, 'name': 'Informative', 'count': 108}, {'id': 9, 'name': 'Ingenious', 'count': 199}, {'id': 24, 'name': 'Persuasive', 'count': 69}, {'id': 3, 'name': 'Courageous', 'count': 87}, {'id': 22, 'name': 'Fascinating', 'count': 97}, {'id': 1, 'name': 'Beautiful', 'count': 29}, {'id': 23, 'name': 'Jaw-dropping', 'count': 58}, {'id': 25, 'name': 'OK', 'count': 8}, {'id': 7, 'name': 'Funny', 'count': 2}, {'id': 26, 'name': 'Obnoxious', 'count': 6}, {'id': 21, 'name': 'Unconvincing', 'count': 8}, {'id': 2, 'name': 'Confusing', 'count': 13}, {'id': 11, 'name': 'Longwinded', 'count': 4}]",95,528451,"['collaboration', 'community', 'entrepreneur', 'health', 'health care', 'media', 'medicine']"
610,George Whitesides: A lab the size of a postage stamp,"[{'id': 9, 'name': 'Ingenious', 'count': 313}, {'id': 10, 'name': 'Inspiring', 'count': 107}, {'id': 8, 'name': 'Informative', 'count': 144}, {'id': 25, 'name': 'OK', 'count': 33}, {'id': 22, 'name': 'Fascinating', 'count': 120}, {'id': 23, 'name': 'Jaw-dropping', 'count': 50}, {'id': 7, 'name': 'Funny', 'count': 16}, {'id': 1, 'name': 'Beautiful', 'count': 11}, {'id': 24, 'name': 'Persuasive', 'count': 74}, {'id': 11, 'name': 'Longwinded', 'count': 20}, {'id': 21, 'name': 'Unconvincing', 'count': 10}, {'id': 3, 'name': 'Courageous', 'count': 24}, {'id': 2, 'name': 'Confusing', 'count': 9}, {'id': 26, 'name': 'Obnoxious', 'count': 11}]",68,496827,"['TEDx', 'biotech', 'chemistry', 'disease', 'health', 'health care', 'innovation', 'poverty', 'science', 'technology']"
611,David Agus: A new strategy in the war on cancer,"[{'id': 24, 'name': 'Persuasive', 'count': 121}, {'id': 22, 'name': 'Fascinating', 'count': 118}, {'id': 8, 'name': 'Informative', 'count': 177}, {'id': 21, 'name': 'Unconvincing', 'count': 52}, {'id': 26, 'name': 'Obnoxious', 'count': 10}, {'id': 25, 'name': 'OK', 'count': 42}, {'id': 9, 'name': 'Ingenious', 'count': 59}, {'id': 2, 'name': 'Confusing', 'count': 44}, {'id': 23, 'name': 'Jaw-dropping', 'count': 25}, {'id': 3, 'name': 'Courageous', 'count': 31}, {'id': 10, 'name': 'Inspiring', 'count': 104}, {'id': 11, 'name': 'Longwinded', 'count': 34}, {'id': 1, 'name': 'Beautiful', 'count': 8}, {'id': 7, 'name': 'Funny', 'count': 1}]",171,696319,"['cancer', 'health', 'health care', 'medicine', 'technology']"
612,"Tom Shannon, John Hockenberry: The painter and the pendulum","[{'id': 1, 'name': 'Beautiful', 'count': 143}, {'id': 3, 'name': 'Courageous', 'count': 26}, {'id': 10, 'name': 'Inspiring', 'count': 119}, {'id': 22, 'name': 'Fascinating', 'count': 83}, {'id': 9, 'name': 'Ingenious', 'count': 68}, {'id': 11, 'name': 'Longwinded', 'count': 21}, {'id': 8, 'name': 'Informative', 'count': 23}, {'id': 25, 'name': 'OK', 'count': 28}, {'id': 21, 'name': 'Unconvincing', 'count': 16}, {'id': 23, 'name': 'Jaw-dropping', 'count': 20}, {'id': 26, 'name': 'Obnoxious', 'count': 12}, {'id': 24, 'name': 'Persuasive', 'count': 4}, {'id': 2, 'name': 'Confusing', 'count': 0}, {'id': 7, 'name': 'Funny', 'count': 0}]",36,433879,"['art', 'astronomy', 'creativity', 'illness', 'science', 'space']"
613,Peter Eigen: How to expose the corrupt,"[{'id': 10, 'name': 'Inspiring', 'count': 349}, {'id': 3, 'name': 'Courageous', 'count': 494}, {'id': 22, 'name': 'Fascinating', 'count': 77}, {'id': 23, 'name': 'Jaw-dropping', 'count': 96}, {'id': 24, 'name': 'Persuasive', 'count': 293}, {'id': 8, 'name': 'Informative', 'count': 387}, {'id': 11, 'name': 'Longwinded', 'count': 56}, {'id': 25, 'name': 'OK', 'count': 65}, {'id': 1, 'name': 'Beautiful', 'count': 21}, {'id': 9, 'name': 'Ingenious', 'count': 21}, {'id': 21, 'name': 'Unconvincing', 'count': 23}, {'id': 26, 'name': 'Obnoxious', 'count': 9}, {'id': 2, 'name': 'Confusing', 'count': 9}, {'id': 7, 'name': 'Funny', 'count': 5}]",196,741625,"['TEDx', 'corruption', 'global issues', 'money', 'politics']"
